取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/03/13 18:17:45,"6,493",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04661859422881800192
2025/03/13 11:34:28,-,4,-,-,-,-,ポイント、残高の獲得,ヨークマート,PayPayポイント,-,-,04661651563644919811
2025/03/13 11:34:28,894,-,-,-,-,-,支払い,ヨークマート - ヨークマート伊勢原店,PayPay残高,-,-,04661651563644919811
2025/03/12 13:27:09,-,3,-,-,-,-,ポイント、残高の獲得,Amazonプライム会費,PayPayポイント,-,-,04660967452664004610
2025/03/12 13:27:06,600,-,-,-,-,-,支払い,Amazonプライム会費,PayPay残高,-,-,04660967452664004610
2025/03/12 12:51:27,150,-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (57円), PayPay残高 (93円)",-,-,04660949070204436485
2025/03/10 19:18:18,-,"10,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01948515831184760837
2025/03/09 21:46:57,174,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (21円), PayPay残高 (153円)",-,-,04658998562344878080
2025/02/28 10:52:20,-,7,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04651981633753882629
2025/02/28 10:52:20,"1,440",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04651981633753882629
2025/02/26 16:52:46,260,-,-,-,-,-,支払い,志賀高原一望閣 - 売店,PayPay残高,-,-,04650683067570675712
2025/02/26 16:52:46,-,1,-,-,-,-,ポイント、残高の獲得,志賀高原一望閣,PayPayポイント,-,-,04650683067570675712
2025/02/26 06:53:01,-,8,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04650373941594857475
2025/02/26 06:53:00,"1,691",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04650373941594857475
2025/02/25 09:00:50,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04649697656041840642
2025/02/25 09:00:50,385,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04649697656041840642
2025/02/20 12:33:26,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01934948093401866244
2025/02/19 22:19:38,-,21,-,-,-,-,ポイント、残高の獲得,ZOZOTOWN,PayPayポイント,-,-,04644077210298261511
2025/02/17 19:15:44,"4,290",-,-,-,-,-,支払い,ZOZOTOWN,"PayPayポイント (82円), PayPay残高 (4,208円)",-,-,04644077210298261511
2025/02/17 19:15:22,-,"4,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01932928745803931648
2025/02/17 07:47:33,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01932574239207563268
2025/02/10 10:44:45,"5,080",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04638618667639578624
2025/02/10 10:44:45,-,25,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04638618667639578624
2025/02/10 01:42:18,-,27,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04638339082448527364
2025/02/10 01:42:17,"5,564",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04638339082448527364
2025/02/10 01:41:30,-,"5,564",-,-,-,-,返金,Amazon.co.jp,PayPay残高,-,-,04638337132533374976
2025/02/10 01:41:29,27,-,-,-,-,-,ポイント、残高の取消,-,PayPayポイント,-,-,04638337132533374976
2025/02/10 01:38:32,-,27,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04638337132533374976
2025/02/10 01:38:31,"5,564",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04638337132533374976
2025/02/10 01:38:27,-,2,-,-,-,-,ポイント、残高の獲得,Amazonプライム会費,PayPayポイント,-,-,04638337080993497088
2025/02/10 01:38:25,600,-,-,-,-,-,支払い,Amazonプライム会費,"PayPayポイント (16円), PayPay残高 (584円)",-,-,04638337080993497088
2025/02/08 21:47:31,723,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04637475914281689088
2025/02/08 21:47:31,-,3,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04637475914281689088
2025/02/06 13:18:07,300,-,-,-,-,-,支払い,セブン-イレブン - 伊勢原石田,PayPay残高,-,-,04635729030822690816
2025/02/06 13:18:07,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04635729030822690816
2025/02/06 12:05:10,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01924543139983286280
2025/02/04 12:52:26,-,1,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04634231444443701249
2025/02/04 12:52:26,204,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04634231444443701249
2025/02/04 11:03:36,-,"1,000",-,-,-,-,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,-,lp-102895974642327552-c_1572b4db-b475-430b-945a-70af32215052_sppf
2025/02/03 21:55:16,-,"10,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01922620772741521408
2025/02/03 08:05:02,-,18,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04633341149263101954
2025/02/03 08:05:02,"3,740",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (22円), PayPay残高 (3,718円)",-,-,04633341149263101954
2025/02/01 21:48:59,-,1,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04632281469162151937
2025/02/01 21:48:59,328,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (21円), PayPay残高 (307円)",-,-,04632281469162151937
2025/02/01 18:01:18,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01921015837952401412
2025/01/26 18:57:34,-,"3,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01916591824067010576
2025/01/21 13:20:18,110,-,-,-,-,-,支払い,Coke ON,"PayPayポイント (91円), PayPay残高 (19円)",-,-,04623855430517882881
2025/01/14 12:37:18,-,4,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04618637869886611458
2025/01/14 12:36:55,840,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04618637869886611458
2025/01/14 10:55:13,110,-,-,-,-,-,支払い,Coke ON,PayPay残高,-,-,04618585454105559048
2025/01/14 09:42:56,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01907399915428061192
2025/01/14 07:51:20,-,41,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04618490681357385729
2025/01/14 07:51:20,"8,200",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04618490681357385729
2025/01/14 07:46:23,-,"5,000",-,-,-,-,チャージ,PayPay,セブン銀行ATM,-,-,01907339846018244608
2025/01/13 23:34:53,"3,600",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04618234821565743105
2025/01/13 23:34:53,-,18,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04618234821565743105
2025/01/13 23:34:39,"3,920",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04618234701306847233
2025/01/13 23:34:39,-,19,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04618234701306847233
2025/01/12 20:02:48,84,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04617383335709548547
2025/01/12 13:52:22,150,-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (28円), PayPay残高 (122円)",-,-,04617192415823093763
2025/01/12 00:05:32,-,"10,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01905617993626542080
2025/01/10 12:41:41,-,9,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04615671576493252616
2025/01/10 12:41:32,"1,980",-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04615671576493252616
2025/01/10 11:41:57,"1,570",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04615640867477618689
2025/01/10 11:41:57,-,7,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04615640867477618689
2025/01/09 14:57:21,130,-,-,-,-,-,支払い,Coke ON,"PayPayポイント (60円), PayPay残高 (70円)",-,-,04614999405521444864
2025/01/08 07:43:24,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01902885294913150976
2025/01/07 19:27:22,-,560,-,-,-,-,受け取った金額,まな,PayPay残高,-,-,01902505937634058240
2025/01/04 21:49:32,-,3,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,4608218700133711873#41373
2025/01/04 21:49:23,-,3,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,4603800621894983687#41071
2025/01/04 21:48:02,-,12,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,4590450480556703746#40473
2025/01/04 21:47:35,-,4,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04611499977838403584
2025/01/04 21:47:35,846,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (1円), PayPay残高 (845円)",-,-,04611499977838403584
2025/01/04 16:52:46,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01900199746354536470
2024/12/31 11:41:03,610,-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04608218700133711873
2024/12/31 11:41:03,-,3,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04608218700133711873
2024/12/31 11:41:02,"2,360",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (10円), PayPay残高 (2,350円)",-,-,04608218691543662592
2024/12/31 11:41:02,-,11,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04608218691543662592
2024/12/30 20:35:15,100,-,-,-,-,-,支払い,GiGO - GiGO海老名,PayPay残高,-,-,04607751854368145409
2024/12/30 20:34:49,100,-,-,-,-,-,支払い,GiGO - GiGO海老名,"PayPayポイント (13円), PayPay残高 (87円)",-,-,04607751631029608448
2024/12/30 20:18:15,-,"3,000",-,-,-,-,受け取った金額,りいち,PayPay残高,-,-,01896594808501149704
2024/12/30 16:15:48,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01896469850723508234
2024/12/29 21:46:47,-,4,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04607046543428689925
2024/12/29 21:46:47,808,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04607046543428689925
2024/12/25 12:48:51,754,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04603800621894983687
2024/12/25 12:48:51,-,3,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04603800621894983687
2024/12/22 22:17:45,-,51,-,-,-,-,ポイント、残高の獲得,ZOZOTOWN,PayPayポイント,-,-,04600446767832612864
2024/12/22 22:01:26,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01890710617406283793
2024/12/22 21:48:15,366,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (1円), PayPay残高 (365円)",-,-,04601852115491586049
2024/12/22 21:48:15,-,1,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04601852115491586049
2024/12/22 20:41:31,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01890669437263011841
2024/12/21 21:48:18,"1,459",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04601109970912501761
2024/12/21 21:48:18,-,7,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04601109970912501761
2024/12/21 00:21:31,"10,230",-,-,-,-,-,支払い,ZOZOTOWN,"PayPayポイント (1円), PayPay残高 (10,229円)",-,-,04600446767832612864
2024/12/21 00:02:30,-,"10,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01889288682584465417
2024/12/20 07:15:02,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01888769429627445250
2024/12/17 16:02:24,-,28,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04597963005424164864
2024/12/17 16:02:24,"5,600",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04597963005424164864
2024/12/17 15:48:17,-,"5,000",-,-,-,-,チャージ,PayPay,セブン銀行ATM,-,-,01886807454211088387
2024/12/17 12:46:36,-,4,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04597861919074369539
2024/12/17 12:46:16,930,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,"PayPayポイント (4円), PayPay残高 (926円)",-,-,04597861919074369539
2024/12/17 12:44:46,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01886712870439460865
2024/12/13 12:24:10,-,10,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04594881624087625737
2024/12/13 12:23:44,"2,080",-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04594881624087625737
2024/12/13 11:28:30,-,18,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04594853157044207623
2024/12/13 11:28:30,"3,660",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04594853157044207623
2024/12/13 07:30:18,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01883582114154815488
2024/12/12 13:51:28,130,-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (33円), PayPay残高 (97円)",-,-,04594184679743619074
2024/12/08 22:06:57,-,"3,100",-,-,-,-,受け取った金額,りいち,PayPay残高,-,-,01880323075787972617
2024/12/08 16:24:51,-,21,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04591295042925584388
2024/12/08 16:24:51,"4,360",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04591295042925584388
2024/12/07 15:20:04,-,27,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04590519483501363209
2024/12/07 15:20:04,"5,400",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04590519483501363209
2024/12/07 13:06:10,"2,415",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04590450480556703746
2024/12/07 13:06:10,-,12,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04590450480556703746
2024/12/07 12:07:01,-,"3,300",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01879271702153650191
2024/12/07 08:45:47,74,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (19円), PayPay残高 (55円)",-,-,04590316280008638465
2024/12/05 12:25:43,-,1,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04588945068749479945
2024/12/05 12:25:18,320,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04588945068749479945
2024/12/02 06:52:28,-,"10,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01875398732576202761
2024/12/01 15:19:31,"2,120",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04586066186530906113
2024/12/01 15:19:31,-,10,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04586066186530906113
2024/11/30 21:48:47,"2,652",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (3円), PayPay残高 (2,649円)",-,-,04585524642694602753
2024/11/30 21:48:47,-,13,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04585524642694602753
2024/11/30 21:21:11,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01874362125036068894
2024/11/30 16:28:21,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01874211208477237249
2024/11/25 07:32:48,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01870224336359677952
2024/11/22 12:36:07,-,1,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04579302317414137861
2024/11/22 12:35:53,250,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,"PayPayポイント (22円), PayPay残高 (228円)",-,-,04579302317414137861
2024/11/19 04:23:09,-,1,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04576821844951179267
2024/11/19 04:23:09,320,-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (11円), PayPay残高 (309円)",-,-,04576821844951179267
2024/11/15 22:54:23,499,-,-,-,-,-,支払い,Steam,PayPay残高,-,-,04574425888855031809
2024/11/15 22:54:22,-,2,-,-,-,-,ポイント、残高の獲得,Steam,PayPayポイント,-,-,04574425888855031809
2024/11/14 17:58:08,424,-,-,-,-,-,支払い,ファミリーマート - 愛甲石田駅前,"PayPayポイント (15円), PayPay残高 (409円)",-,-,04573531041008877570
2024/11/14 17:58:08,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04573531041008877570
2024/11/12 13:51:58,130,-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04571919826976636931
2024/11/12 13:43:54,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04571915660858466307
2024/11/12 13:43:54,367,-,-,-,-,-,支払い,セブン-イレブン - 小田急愛甲石田,"PayPayポイント (2円), PayPay残高 (365円)",-,-,04571915660858466307
2024/11/12 11:50:33,-,"2,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01860708956571312128
2024/11/11 12:56:43,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04571149180994592773
2024/11/11 12:56:43,918,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,"PayPayポイント (33円), PayPay残高 (885円)",-,-,04571149180994592773
2024/11/11 12:47:38,-,200,-,-,-,-,受け取った金額,S,PayPay残高,-,-,01859996206747394058
2024/11/09 21:55:36,117,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04569942578652282880
2024/11/09 12:11:29,-,28,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04569641518624522247
2024/11/09 12:11:29,"5,640",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (12円), PayPay残高 (5,628円)",-,-,04569641518624522247
2024/11/07 12:00:52,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04568151714727649284
2024/11/07 12:00:52,330,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04568151714727649284
2024/11/06 17:10:08,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01856420646475636740
2024/11/05 15:32:22,-,14,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04566776380299796483
2024/11/05 15:32:22,"3,000",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (38円), PayPay残高 (2,962円)",-,-,04566776380299796483
2024/11/02 21:46:59,950,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04564742945213546496
2024/11/02 21:46:59,-,4,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04564742945213546496
2024/11/02 19:36:48,84,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04564675849233915906
2024/10/30 20:36:48,-,"10,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01851331969214865420
2024/10/29 14:06:40,797,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04561537009822605314
2024/10/29 14:06:39,-,3,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04561537009822605314
2024/10/29 12:24:58,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01850336318486749184
2024/10/23 19:48:57,-,19,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04557260407806926850
2024/10/23 19:48:57,"3,940",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (13円), PayPay残高 (3,927円)",-,-,04557260407806926850
2024/10/21 14:04:26,-,1,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04555598504571428867
2024/10/21 14:04:26,235,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04555598504571428867
2024/10/20 21:47:40,-,2,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04555095074274746372
2024/10/20 21:47:40,592,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04555095074274746372
2024/10/20 21:12:54,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01843928871525703697
2024/10/19 21:47:12,"2,310",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04554352671997665280
2024/10/19 21:47:12,-,11,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04554352671997665280
2024/10/19 16:35:22,-,"3,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01843043670178111490
2024/10/14 17:00:29,-,"3,000",-,-,-,-,チャージ,PayPay,セブン銀行ATM,-,-,01839345754871963653
2024/10/14 10:03:33,"3,040",-,-,-,-,-,支払い,Appleサービス,"PayPayポイント (16円), PayPay残高 (3,024円)",-,-,04550279161804414976
2024/10/14 10:03:33,-,15,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04550279161804414976
2024/10/13 19:07:06,91,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04549817134992588800
2024/10/13 12:23:30,-,2,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04549609112546705411
2024/10/13 12:23:29,614,-,-,-,-,-,支払い,Amazon.co.jp,"PayPayポイント (22円), PayPay残高 (592円)",-,-,04549609112546705411
2024/10/12 20:26:53,-,3,-,-,-,-,ポイント、残高の獲得,Amazonプライム会費,PayPayポイント,-,-,04549116058890862593
2024/10/12 20:26:51,600,-,-,-,-,-,支払い,Amazonプライム会費,PayPay残高,-,-,04549116058890862593
2024/10/12 14:41:18,-,30,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04548937963776901127
2024/10/12 14:41:18,"6,160",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04548937963776901127
2024/10/12 12:51:25,130,-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04548881338928013313
2024/10/11 12:30:58,110,-,-,-,-,-,支払い,Coke ON,PayPay残高,-,-,04548128620139610117
2024/10/10 21:24:36,-,11,-,-,-,-,ポイント、残高の獲得,Steam,PayPayポイント,-,-,04547661490906619905
2024/10/10 21:24:36,"2,300",-,-,-,-,-,支払い,Steam,PayPay残高,-,-,04547661490906619905
2024/10/10 18:07:53,-,1,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04547560095318687749
2024/10/10 18:07:53,341,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04547560095318687749
2024/10/10 17:11:11,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01836382596803502080
2024/10/08 09:10:36,150,-,-,-,-,-,支払い,Coke ON,PayPay残高,-,-,04545798849489936384
2024/10/07 11:15:35,-,"10,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01833972810909999112
2024/10/06 21:48:31,-,5,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04544705136067485698
2024/10/06 21:48:31,"1,134",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04544705136067485698
2024/10/06 20:59:45,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01833531717768110082
2024/10/05 13:43:25,-,18,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04543712938492018693
2024/10/05 13:43:25,"3,690",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04543712938492018693
2024/10/05 13:17:04,"2,500",-,-,-,-,-,送った金額,ジユンコ,PayPay残高,-,-,01832551073655234564
2024/10/05 13:10:37,-,15,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04543696042090676225
2024/10/05 13:10:37,"3,197",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (68円), PayPay残高 (3,129円)",-,-,04543696042090676225
2024/10/05 12:21:12,-,"7,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01832522288782270478
2024/09/23 20:29:53,-,"3,000",-,-,-,-,チャージ,PayPay,セブン銀行ATM,-,-,01823868110067392522
2024/09/23 19:57:31,-,"1,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01823851419823202324
2024/09/23 10:10:44,-,1,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04534697286740893696
2024/09/23 10:10:44,320,-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04534697286740893696
2024/09/23 10:10:29,-,10,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04534697149302038532
2024/09/23 10:10:29,"2,140",-,-,-,-,-,支払い,Appleサービス,PayPay残高,-,-,04534697149302038532
2024/09/22 13:04:17,-,2,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04534044563380985863
2024/09/22 13:04:17,400,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04534044563380985863
2024/09/21 11:13:41,105,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (2円), PayPay残高 (103円)",-,-,04533245390226382848
2024/09/17 16:26:19,-,900,-,-,-,-,受け取った金額,じ,PayPay残高,-,-,01819289546082295817
2024/09/17 12:36:24,110,-,-,-,-,-,支払い,Coke ON,"PayPayポイント (6円), PayPay残高 (104円)",-,-,04530319340674981888
2024/09/14 21:50:07,-,16,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04528378204432752643
2024/09/14 21:50:07,"3,344",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,"PayPayポイント (5円), PayPay残高 (3,339円)",-,-,04528378204432752643
2024/09/14 19:33:44,-,"5,000",-,-,-,-,受け取った金額,ジユンコ,PayPay残高,-,-,01817159628848390165
2024/09/13 03:22:27,-,22,-,-,-,-,ポイント、残高の獲得,Appleサービス,PayPayポイント,-,-,04527065155620757504
