取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2026/04/19 08:38:05,-,8,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04959913136670203904
2026/04/19 08:38:04,"1,760",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04959913136670203904
2026/04/19 08:30:09,"3,430",-,-,-,-,-,支払い,ZOZOTOWN,PayPay残高,-,-,04959909056451575808
2026/04/19 08:30:08,"13,960",-,-,-,-,-,支払い,ZOZOTOWN,PayPay残高,-,-,04959909047862214658
2026/04/19 08:29:00,-,"20,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02248760184390057989
2026/04/18 21:32:04,"3,062",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04959569882884399105
2026/04/18 21:32:04,-,15,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04959569882884399105
2026/04/18 20:04:02,-,"4,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02248376231493386242
2026/04/17 12:52:53,500,-,-,-,-,-,支払い,ダ ルチアーノ堀之内本店 - da Luciano,PayPay残高,-,-,04958560127483387904
2026/04/17 12:52:53,-,2,-,-,-,-,ポイント、残高の獲得,ダ ルチアーノ堀之内本店,PayPayポイント,-,-,04958560127483387904
2026/04/17 12:50:04,300,-,-,-,-,-,支払い,パンだパンダ - パンだパンダ,PayPay残高,-,-,04958558675783901185
2026/04/17 12:50:04,-,1,-,-,-,-,ポイント、残高の獲得,パンだパンダ,PayPayポイント,-,-,04958558675783901185
2026/04/17 07:06:29,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02247233306336321538
2026/04/14 21:34:54,"3,388",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04956602661778440192
2026/04/14 21:34:54,-,16,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04956602661778440192
2026/04/14 20:41:17,-,17,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04956575010778447874
2026/04/14 20:41:16,"3,575",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04956575010778447874
2026/04/14 18:40:31,-,"5,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02245364497345110016
2026/04/14 09:09:57,298,-,-,-,-,-,支払い,ファミリーマート - セレオ八王子,PayPay残高,-,-,04956218717471916035
2026/04/14 09:09:57,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04956218717471916035
2026/04/13 14:50:37,590,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04955652116794769416
2026/04/13 14:50:36,-,2,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04955652116794769416
2026/04/12 21:41:45,-,1,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04955121842953125894
2026/04/12 21:41:45,248,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04955121842953125894
2026/04/11 19:00:42,138,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04954296676655890434
2026/04/10 11:04:55,-,21,-,-,-,-,ポイント、残高の獲得,ヨークマート,PayPayポイント,-,-,04953309280854310920
2026/04/10 11:04:55,"4,374",-,-,-,-,-,支払い,ヨークマート - ヨークマート伊勢原成瀬店,PayPay残高,-,-,04953309280854310920
2026/04/10 10:31:04,-,"10,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02242143563930918912
2026/04/09 10:41:27,"2,458",-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04952555024467468288
2026/04/09 10:41:27,-,12,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04952555024467468288
2026/04/09 08:18:32,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02241333077832335360
2026/04/04 21:40:45,499,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04949183973355167744
2026/04/04 21:40:45,-,2,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04949183973355167744
2026/04/04 17:46:46,862,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04949063370672799748
2026/04/04 17:46:45,-,4,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04949063370672799748
2026/04/03 13:03:05,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04948174991047360522
2026/04/03 13:03:05,278,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04948174991047360522
2026/04/03 12:37:46,784,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04948161951526920203
2026/04/03 12:37:46,-,3,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04948161951526920203
2026/04/02 21:29:03,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02236545323168628737
2026/04/01 02:05:53,"1,000",-,-,-,-,-,期間限定ポイントの期限切れ,-,PayPayポイント,-,-,04232912792568619048
2026/04/01 01:29:09,480,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04946333008422248448
2026/04/01 01:29:09,-,2,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04946333008422248448
2026/03/31 11:49:13,"5,445",-,-,-,-,-,支払い,MASA - MASA,PayPay残高,-,-,04945910418000355331
2026/03/31 11:49:13,-,27,-,-,-,-,ポイント、残高の獲得,MASA,PayPayポイント,-,-,04945910418000355331
2026/03/29 21:40:34,"2,981",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04944730848181985285
2026/03/29 21:40:33,-,14,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04944730848181985285
2026/03/29 21:12:18,-,"4,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02233568008889409539
2026/03/28 18:44:50,205,-,-,-,-,-,支払い,ローソン - 相模原橋本三丁目,PayPay残高,-,-,04943898105562259457
2026/03/28 18:44:49,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04943898105562259457
2026/03/26 00:25:31,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04941847181369769984
2026/03/26 00:23:42,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04941846245066448901
2026/03/25 17:34:10,206,-,-,-,-,-,支払い,セブン-イレブン - 藤沢駅南口,PayPay残高,-,-,04941635181784154113
2026/03/25 17:34:10,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04941635181784154113
2026/03/25 08:58:23,-,"6,000",-,-,-,-,返金,Amazon.co.jp,PayPay残高,-,-,04940977733959114754
2026/03/25 08:58:22,30,-,-,-,-,-,ポイント、残高の取消,-,PayPayポイント,-,-,04940977733959114754
2026/03/24 21:01:19,-,30,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04940999767140704256
2026/03/24 21:01:18,"6,190",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04940999767140704256
2026/03/24 20:18:34,-,30,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04940977733959114754
2026/03/24 20:18:34,"6,000",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04940977733959114754
2026/03/23 15:17:46,-,"10,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02228932253118046225
2026/03/22 21:49:42,378,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04939540371613736961
2026/03/22 21:49:42,-,1,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04939540371613736961
2026/03/22 21:11:24,"5,576",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04939520623354134528
2026/03/22 21:11:23,-,27,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04939520623354134528
2026/03/22 19:20:09,-,"6,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02228315014778306561
2026/03/22 09:38:13,279,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04939163359383912450
2026/03/22 09:38:12,-,1,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04939163359383912450
2026/03/22 09:37:44,"1,191",-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04939163110276268034
2026/03/22 09:37:43,-,5,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04939163110276268034
2026/03/21 23:50:19,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04938860358031089666
2026/03/21 23:50:19,780,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04938860358031089666
2026/03/19 21:31:48,-,5,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04937304626387214343
2026/03/19 21:31:48,"1,122",-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04937304626387214343
2026/03/18 23:37:11,-,"10,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02225478798764605450
2026/03/17 17:58:44,113,-,-,-,-,-,支払い,スーパーアルプス - スーパーアルプス　伊勢原下落合店,PayPay残高,-,-,04935710480554885121
2026/03/17 13:44:48,"3,310",-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04935579604311105536
2026/03/17 13:44:48,-,16,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04935579604311105536
2026/03/17 13:44:22,-,"2,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02224431101620748292
2026/03/15 21:29:36,429,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04934334819707781120
2026/03/15 21:29:36,-,2,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04934334819707781120
2026/03/14 21:50:13,613,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04933603275109294080
2026/03/14 21:50:13,-,3,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04933603275109294080
2026/03/13 22:45:23,650,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04932889537443651586
2026/03/13 22:45:23,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04932889537443651586
2026/03/12 13:38:38,320,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04931865574291152897
2026/03/12 13:38:38,-,1,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04931865574291152897
2026/03/12 13:37:17,"2,400",-,-,-,-,-,支払い,Google,PayPay残高,-,-,04931864878506295296
2026/03/12 13:37:17,-,12,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04931864878506295296
2026/03/12 13:33:50,480,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04931863100389974019
2026/03/12 13:33:50,-,2,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04931863100389974019
2026/03/12 05:21:11,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04931609181922631680
2026/03/12 05:21:11,616,-,-,-,-,-,支払い,ファミリーマート - 橋本駅ビル,PayPay残高,-,-,04931609181922631680
2026/03/11 19:48:41,162,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04931314126259019779
2026/03/08 18:07:04,-,6,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04929035182253072394
2026/03/08 18:06:58,"1,270",-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04929035182253072394
2026/03/08 14:35:36,"3,600",-,-,-,-,-,支払い,コニカミノルタプラネタリア - プラネタリアYOKOHAMA,PayPay残高,-,-,04928926253291659265
2026/03/08 14:35:36,-,18,-,-,-,-,ポイント、残高の獲得,コニカミノルタプラネタリア,PayPayポイント,-,-,04928926253291659265
2026/03/08 14:35:27,-,"10,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02217777888041386018
2026/03/08 13:58:00,"2,403",-,-,-,-,-,支払い,髙島屋 - 横浜店,PayPay残高,-,-,04928906874399342593
2026/03/08 13:58:00,-,12,-,-,-,-,ポイント、残高の獲得,髙島屋,PayPayポイント,-,-,04928906874399342593
2026/03/08 12:13:17,"3,168",-,-,-,-,-,支払い,張亮麻辣湯 - 横浜中華街大通店,PayPay残高,-,-,04928852903840743424
2026/03/08 12:13:17,-,15,-,-,-,-,ポイント、残高の獲得,張亮麻辣湯,PayPayポイント,-,-,04928852903840743424
2026/03/07 20:44:02,336,-,-,-,-,-,支払い,セブン-イレブン - 横浜クロスゲート,PayPay残高,-,-,04928373972037550081
2026/03/07 20:44:02,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04928373972037550081
2026/03/07 13:17:04,"1,244",-,-,-,-,-,支払い,髙島屋 - 横浜店,PayPay残高,-,-,04928143607171645441
2026/03/07 13:17:04,-,6,-,-,-,-,ポイント、残高の獲得,髙島屋,PayPayポイント,-,-,04928143607171645441
2026/03/07 13:16:04,-,"10,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02216994803834445838
2026/03/06 01:03:02,449,-,-,-,-,-,支払い,Steam,PayPay残高,-,-,04927023118922825730
2026/03/06 01:03:02,-,2,-,-,-,-,ポイント、残高の獲得,Steam,PayPayポイント,-,-,04927023118922825730
2026/03/05 12:54:56,278,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04926647859041280001
2026/03/05 12:54:56,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04926647859041280001
2026/03/05 11:55:36,108,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04926617278873092096
2026/03/04 12:29:07,-,28,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04925892365702807556
2026/03/04 12:29:06,"5,747",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04925892365702807556
2026/03/03 17:50:26,-,26,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04925315809292812291
2026/03/03 17:50:25,"5,225",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04925315809292812291
2026/03/03 17:35:44,-,"10,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02214159953619853329
2026/03/02 18:47:50,-,2,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04924603222679707651
2026/03/02 18:47:50,480,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04924603222679707651
2026/03/01 21:41:16,"1,437",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04923950447779414016
2026/03/01 21:41:16,-,7,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04923950447779414016
2026/03/01 18:44:42,-,"3,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02212711158072049691
2026/02/28 18:23:10,437,-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04923106177468981249
2026/02/28 18:23:10,-,2,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04923106177468981249
2026/02/27 13:55:01,-,5,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04922225795072548869
2026/02/27 13:55:01,"1,153",-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04922225795072548869
2026/02/27 10:40:05,-,64,-,-,-,-,ポイント、残高の獲得,MGI 公式ストア,PayPayポイント,-,-,04922074165546287110
2026/02/27 09:00:49,"12,900",-,-,-,-,-,支払い,MGI 公式ストア,PayPay残高,-,-,04922074165546287110
2026/02/27 08:58:19,320,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04922072877056655360
2026/02/27 08:58:18,-,1,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04922072877056655360
2026/02/26 14:56:08,-,12,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04921515124014366724
2026/02/26 14:56:07,"2,450",-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04921515124014366724
2026/02/26 14:49:22,"15,445",-,-,-,-,-,支払い,MASA - MASA,PayPay残高,-,-,04921511636500561927
2026/02/26 14:49:21,-,77,-,-,-,-,ポイント、残高の獲得,MASA,PayPayポイント,-,-,04921511636500561927
2026/02/26 07:06:28,480,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04921273068247367680
2026/02/26 07:06:28,-,2,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04921273068247367680
2026/02/25 21:32:59,-,"25,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02209829217836244995
2026/02/22 21:40:47,"6,791",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04918755006230962177
2026/02/22 21:40:47,-,33,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04918755006230962177
2026/02/22 21:24:43,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02207598446183088128
2026/02/22 20:24:12,-,"3,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02207567256130338824
2026/02/21 23:50:19,780,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04918079596853239808
2026/02/21 23:50:19,-,3,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04918079596853239808
2026/02/21 09:27:01,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02206486367480938498
2026/02/20 17:36:56,545,-,-,-,-,-,支払い,Steam,PayPay残高,-,-,04917144986199891968
2026/02/20 17:36:56,-,2,-,-,-,-,ポイント、残高の獲得,Steam,PayPayポイント,-,-,04917144986199891968
2026/02/15 15:22:31,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04913364856631853057
2026/02/15 15:20:11,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04913363645451149316
2026/02/15 15:17:37,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04913362331191418881
2026/02/15 15:15:13,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04913361094240796672
2026/02/13 17:21:18,551,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04911941727808151555
2026/02/13 17:21:17,-,2,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04911941727808151555
2026/02/12 13:50:25,-,"1,000",-,-,-,-,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,-,lp-102895974642327552-c_72bcd639-ff4d-4d71-a1c4-e00d8df2d2e3_sppf
2026/02/12 13:20:32,-,67,-,-,-,-,ポイント、残高の獲得,ZOZOTOWN,PayPayポイント,-,-,04909840956223717376
2026/02/11 21:58:13,-,"10,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02199451829522440200
2026/02/10 21:25:15,"13,530",-,-,-,-,-,支払い,ZOZOTOWN,PayPay残高,-,-,04909840956223717376
2026/02/10 20:55:28,-,"5,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02198677326659846149
2026/02/10 12:51:19,-,8,-,-,-,-,ポイント、残高の獲得,Go-2kebab HALAL ケバブショップ,PayPayポイント,-,-,04909576068409458695
2026/02/10 12:51:19,"1,600",-,-,-,-,-,支払い,Go-2kebab HALAL ケバブショップ,PayPay残高,-,-,04909576068409458695
2026/02/10 12:47:07,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02198425624396488714
2026/02/09 21:12:56,-,"10,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02197944149972967433
2026/02/08 15:47:01,-,899,-,-,-,-,返金,Amazon.co.jp,PayPay残高,-,-,04908108349235789826
2026/02/08 15:47:00,4,-,-,-,-,-,ポイント、残高の取消,-,PayPayポイント,-,-,04908108349235789826
2026/02/08 13:23:35,-,4,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04908108349235789826
2026/02/08 13:23:34,899,-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04908108349235789826
2026/02/07 21:40:30,"2,157",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04907622304966967298
2026/02/07 21:40:30,-,10,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04907622304966967298
2026/02/07 16:41:34,-,"3,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02196319947960156177
2026/02/06 00:52:26,-,3,-,-,-,-,ポイント、残高の獲得,Amazon.co.jp,PayPayポイント,-,-,04906236877366296576
2026/02/06 00:52:25,644,-,-,-,-,-,支払い,Amazon.co.jp,PayPay残高,-,-,04906236877366296576
2026/02/06 00:50:51,-,"2,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02195087781972934666
2026/02/05 20:46:48,-,12,-,-,-,-,ポイント、残高の獲得,コメダ珈琲店,PayPayポイント,-,-,04906110278910738439
2026/02/05 20:46:48,"2,520",-,-,-,-,-,支払い,コメダ珈琲店 - コメダ珈琲店　湘南台駅前店,PayPay残高,-,-,04906110278910738439
2026/02/05 20:46:31,-,"1,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02194961853531283466
2026/02/05 17:13:02,900,-,-,-,-,-,支払い,バーガーキング - 湘南台,PayPay残高,-,-,04906000112999096321
2026/02/05 17:13:02,-,4,-,-,-,-,ポイント、残高の獲得,バーガーキング,PayPayポイント,-,-,04906000112999096321
2026/02/04 20:45:56,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04905367661884514312
2026/02/03 10:44:31,-,30,-,-,-,-,ポイント、残高の獲得,MASA,PayPayポイント,-,-,04904315523745898500
2026/02/03 10:44:31,"6,050",-,-,-,-,-,支払い,MASA - MASA,PayPay残高,-,-,04904315523745898500
2026/02/02 19:38:24,-,"7,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02192700235420958732
2026/02/02 16:49:43,-,"2,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02192613305282707456
2026/02/02 15:53:40,922,-,-,-,-,-,支払い,セブン-イレブン - 小田急愛甲石田,PayPay残高,-,-,04903732696682848257
2026/02/02 15:53:40,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04903732696682848257
2026/02/01 22:20:46,-,30,-,-,-,-,ポイント、残高の獲得,妖怪ウォッチ ぷにぷに,PayPayポイント,-,-,04903190027564769282
2026/02/01 22:20:46,"6,170",-,-,-,-,-,支払い,妖怪ウォッチ ぷにぷに,PayPay残高,-,-,04903190027564769282
2026/02/01 22:20:24,-,"2,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02192041559237296143
2026/02/01 02:51:24,"1,000",-,-,-,-,-,期間限定ポイントの期限切れ,-,PayPayポイント,-,-,04145383609634603062
2026/01/31 21:32:02,"4,636",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04902422748837036035
2026/01/31 21:32:02,-,23,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04902422748837036035
2026/01/31 20:09:38,-,"5,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02191231992260861958
2026/01/31 10:37:30,"2,900",-,-,-,-,-,支払い,Google,PayPay残高,-,-,04902085404925820929
2026/01/31 10:37:30,-,14,-,-,-,-,ポイント、残高の獲得,Google,PayPayポイント,-,-,04902085404925820929
2026/01/27 13:55:52,-,3,-,-,-,-,ポイント、残高の獲得,マルエツ,PayPayポイント,-,-,04899218952343207941
2026/01/27 13:55:52,654,-,-,-,-,-,支払い,マルエツ - 愛甲石田店,PayPay残高,-,-,04899218952343207941
2026/01/27 11:28:46,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02187994866819932160
2026/01/26 17:54:33,"2,191",-,-,-,-,-,支払い,富士薬品グループ - ドラッグセイムス愛甲石田店,PayPay残高,-,-,04898599807037390852
2026/01/26 17:54:33,-,10,-,-,-,-,ポイント、残高の獲得,富士薬品グループ,PayPayポイント,-,-,04898599807037390852
2026/01/26 12:35:00,625,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04898435112221761538
2026/01/26 12:35:00,-,3,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04898435112221761538
2026/01/26 07:53:26,-,"1,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02187141714516238336
2026/01/25 00:52:29,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04897330858949246976
2026/01/25 00:49:47,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04897329475970007042
2026/01/25 00:44:58,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04897326993479155712
2026/01/25 00:14:03,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04897311059150700545
2026/01/25 00:02:11,160,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04897304943116517378
2026/01/24 18:23:42,-,"3,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02185982202195337227
2026/01/24 13:11:27,-,31,-,-,-,-,ポイント、残高の獲得,ZOZOTOWN,PayPayポイント,-,-,04895080519424851970
2026/01/23 23:21:12,-,"5,000",-,-,-,JP,受け取った金額,ジユンコ,PayPay残高,-,-,02185393370769498114
2026/01/23 21:41:18,-,2,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04896489801274023939
2026/01/23 21:40:36,430,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04896489801274023939
2026/01/23 13:05:17,110,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04896224209086259200
2026/01/23 12:45:31,956,-,-,-,-,-,支払い,セブン-イレブン - 片柳学園,PayPay残高,-,-,04896214021424160771
2026/01/23 12:45:31,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04896214021424160771
2026/01/22 17:39:38,"1,760",-,-,-,-,-,支払い,町田マルイ - ミスターワッフル,PayPay残高,-,-,04895623437650960385
2026/01/22 17:39:38,-,8,-,-,-,-,ポイント、残高の獲得,町田マルイ,PayPayポイント,-,-,04895623437650960385
2026/01/22 00:06:15,"6,270",-,-,-,-,-,支払い,ZOZOTOWN,PayPay残高,-,-,04895080519424851970
2026/01/22 00:05:25,-,"10,000",-,-,-,-,チャージ,PayPay,横浜銀行 *****13,-,-,02183931810578849800
2026/01/21 23:50:19,780,-,-,-,-,-,支払い,Google,PayPay残高,-,-,04895072316037013504
